ID,Name,Description,Category ID,Category Name,Price,Size,Available,Image URL,Popular,Preparation Time,Category EN,Category AZ,Category RU,Category TR,Category AR,Category HI,Category FR,Category IT,Name EN,Name AZ,Name RU,Name TR,Name AR,Name HI,Name FR,Name IT,Description EN,Description AZ,Description RU,Description TR,Description AR,Description HI,Description FR,Description IT,Created At,Updated At
98,Burrata,,,PIZZA,34.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Burrata,Buratta,Буррата,Buratta,بوراتا,बुराटा,Burrata,Burrata,,,,,,,,,,
99,Mixed Vegetables,,,PIZZA,15.80,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Mixed Vegetables,Mix tərəvəzlər,Овощное ассорти,Karışık sebzeli,خضار مشكلة,मिक्स्ड सब्जियां,Légumes mixtes,Verdure miste,,,,,,,,,,
100,Mixed Vegetables,,,PIZZA,27.40,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Mixed Vegetables,Mix tərəvəzlər,Овощное ассорти,Karışık sebzeli,خضار مشكلة,मिक्स्ड सब्जियां,Légumes mixtes,Verdure miste,,,,,,,,,,
101,Greek Pizza,,,PIZZA,15.80,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Greek Pizza,Yunan pizzası,Греческая пицца,Yunan pizza,بيتزا يونانية,ग्रीक पिज्जा,Pizza grecque,Pizza greca,,,,,,,,,,
102,Greek Pizza,,,PIZZA,27.40,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Greek Pizza,Yunan pizzası,Греческая пицца,Yunan pizza,بيتزا يونانية,ग्रीक पिज्जा,Pizza grecque,Pizza greca,,,,,,,,,,
103,Vegan Pizza,,,PIZZA,15.80,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Vegan Pizza,Vegan pizza,Вегетарианская пицца,Vegan pizza,بيتزا نباتية,वेगन पिज्जा,Pizza végane,Pizza vegana,,,,,,,,,,
104,Vegan Pizza,,,PIZZA,27.40,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Vegan Pizza,Vegan pizza,Вегетарианская пицца,Vegan pizza,بيتزا نباتية,वेगन पिज्जा,Pizza végane,Pizza vegana,,,,,,,,,,
105,BBQ,,,PIZZA,18.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,BBQ,BBQ,Барбекю,BBQ,باربكيو,बारबेक्यू,BBQ,BBQ,,,,,,,,,,
106,BBQ,,,PIZZA,32.90,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,BBQ,BBQ,Барбекю,BBQ,باربكيو,बारबेक्यू,BBQ,BBQ,,,,,,,,,,
107,Mix,,,PIZZA,17.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Mix,Mix,Микс,Karışık,مشكل,मिक्स,Mixte,Mix,,,,,,,,,,
108,Mix,,,PIZZA,29.60,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Mix,Mix,Микс,Karışık,مشكل,मिक्स,Mixte,Mix,,,,,,,,,,
109,Chicken,,,PIZZA,16.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Chicken,Toyuq,Куриная,Tavuklu,دجاج,चिकन,Poulet,Pollo,,,,,,,,,,
110,Chicken,,,PIZZA,29.60,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Chicken,Toyuq,Куриная,Tavuklu,دجاج,चिकन,Poulet,Pollo,,,,,,,,,,
111,Buffalo,,,PIZZA,21.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Buffalo,Bufalo,Буффало,Buffalo,بوفالو,बफैलो,Buffalo,Buffalo,,,,,,,,,,
112,Buffalo,,,PIZZA,36.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Buffalo,Bufalo,Буффало,Buffalo,بوفالو,बफैलो,Buffalo,Buffalo,,,,,,,,,,
113,Appetito,,,PIZZA,16.90,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Appetito,Appetito,Аппетито,Appetito,أبيتيتو,एपेटिटो,Appetito,Appetito,,,,,,,,,,
114,Appetito,,,PIZZA,29.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Appetito,Appetito,Аппетито,Appetito,أبيتيتو,एपेटिटो,Appetito,Appetito,,,,,,,,,,
115,Gamberetti,,,PIZZA,18.60,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Gamberetti,Qamberetti,Гамберетти,Gamberetti,غامبيريتي,गैम्बेरेट्टी,Gamberetti,Gamberetti,,,,,,,,,,
116,Gamberetti,,,PIZZA,35.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Gamberetti,Qamberetti,Гамберетти,Gamberetti,غامبيريتي,गैम्बेरेट्टी,Gamberetti,Gamberetti,,,,,,,,,,
117,Chicken BBQ,,,PIZZA,16.90,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Chicken BBQ,Toyuq BBQ,Курица барбекю,Tavuk BBQ,دجاج باربكيو,चिकन बारबेक्यू,Poulet BBQ,Pollo BBQ,,,,,,,,,,
118,Chicken BBQ,,,PIZZA,29.60,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Chicken BBQ,Toyuq BBQ,Курица барбекю,Tavuk BBQ,دجاج باربكيو,चिकन बारबेक्यू,Poulet BBQ,Pollo BBQ,,,,,,,,,,
119,Vegi,,,PIZZA,15.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Vegi,Vegi,Веджи,Veggie,خضار,वेजी,Végétarienne,Vegetariana,,,,,,,,,,
120,Vegi,,,PIZZA,26.20,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Vegi,Vegi,Веджи,Veggie,خضار,वेजी,Végétarienne,Vegetariana,,,,,,,,,,
121,Caprese,,,PIZZA,16.40,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Caprese,Kaprese,Капрезе,Caprese,كابريزي,कैप्रीज,Caprese,Caprese,,,,,,,,,,
122,Caprese,,,PIZZA,30.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Caprese,Kaprese,Капрезе,Caprese,كابريزي,कैप्रीज,Caprese,Caprese,,,,,,,,,,
123,Tuna,,,PIZZA,17.90,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Tuna,Tuna,Тунец,Ton balıklı,تونة,टूना,Thon,Tonno,,,,,,,,,,
124,Tuna,,,PIZZA,32.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Tuna,Tuna,Тунец,Ton balıklı,تونة,टूना,Thon,Tonno,,,,,,,,,,
125,Kavurma,,,PIZZA,18.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Kavurma,Kavurma,Кавурма,Kavurma,كافورما,कावुरमा,Kavurma,Kavurma,,,,,,,,,,
126,Kavurma,,,PIZZA,32.80,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Kavurma,Kavurma,Кавурма,Kavurma,كافورما,कावुरमा,Kavurma,Kavurma,,,,,,,,,,
127,Texas,,,PIZZA,16.90,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Texas,Texas,Техас,Texas,تكساس,टेक्सास,Texas,Texas,,,,,,,,,,
128,Texas,,,PIZZA,29.60,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Texas,Texas,Техас,Texas,تكساس,टेक्सास,Texas,Texas,,,,,,,,,,
129,Salami,,,PIZZA,18.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Salami,Salami,Салями,Salamlı,سلامي,सलामी,Salami,Salame,,,,,,,,,,
130,Salami,,,PIZZA,34.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Salami,Salami,Салями,Salamlı,سلامي,सलामी,Salami,Salame,,,,,,,,,,
131,Caesar,,,PIZZA,17.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Caesar,Sezar,Цезарь,Sezar,سيزر,सीज़र,César,Caesar,,,,,,,,,,
132,Caesar,,,PIZZA,31.70,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Caesar,Sezar,Цезарь,Sezar,سيزر,सीज़र,César,Caesar,,,,,,,,,,
133,Seafood,,,PIZZA,19.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Seafood,Dəniz məhsulları,Морепродукты,Deniz ürünlü,مأكولات بحرية,सीफूड,Fruits de mer,Frutti di mare,,,,,,,,,,
134,Seafood,,,PIZZA,36.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Seafood,Dəniz məhsulları,Морепродукты,Deniz ürünlü,مأكولات بحرية,सीफूड,Fruits de mer,Frutti di mare,,,,,,,,,,
135,Alaturka,,,PIZZA,17.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Alaturka,Alaturka,Алатурка,Alaturka,ألاتوركا,अलातुर्का,Alaturka,Alaturka,,,,,,,,,,
136,Alaturka,,,PIZZA,32.80,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Alaturka,Alaturka,Алатурка,Alaturka,ألاتوركا,अलातुर्का,Alaturka,Alaturka,,,,,,,,,,
137,Quattro Formaggi,,,PIZZA,15.80,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Quattro Formaggi,Dörd pendir,Четыре сыра,Dört peynirli,أربعة أجبان,क्वाट्रो फोरमाजी,Quatre fromages,Quattro formaggi,,,,,,,,,,
138,Quattro Formaggi,,,PIZZA,27.40,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Quattro Formaggi,Dörd pendir,Четыре сыра,Dört peynirli,أربعة أجبان,क्वाट्रो फोरमाजी,Quatre fromages,Quattro formaggi,,,,,,,,,,
139,Pepperoni,,,PIZZA,18.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Pepperoni,Pepperoni,Пепперони,Pepperoni,بيبروني,पेप्परोनी,Pepperoni,Pepperoni,,,,,,,,,,
140,Pepperoni,,,PIZZA,34.80,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Pepperoni,Pepperoni,Пепперони,Pepperoni,بيبروني,पेप्परोनी,Pepperoni,Pepperoni,,,,,,,,,,
141,Mexicano,,,PIZZA,18.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Mexicano,Meksikano,Мексикано,Meksikalı,مكسيكانو,मेक्सिकानो,Mexicaine,Messicana,,,,,,,,,,
142,Mexicano,,,PIZZA,32.80,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Mexicano,Meksikano,Мексикано,Meksikalı,مكسيكانو,मेक्सिकानो,Mexicaine,Messicana,,,,,,,,,,
143,Margarita,,,PIZZA,15.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Margarita,Marqarita,Маргарита,Margarita,مارغريتا,मार्गरिटा,Margherita,Margherita,,,,,,,,,,
144,Margarita,,,PIZZA,27.40,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Margarita,Marqarita,Маргарита,Margarita,مارغريتا,मार्गरिटा,Margherita,Margherita,,,,,,,,,,
145,Italiano,,,PIZZA,18.60,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Italiano,İtaliano,Итальяно,İtalyano,إيطاليانو,इटालियानो,Italienne,Italiana,,,,,,,,,,
146,Italiano,,,PIZZA,32.80,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,PIZZA,PİZZALAR,ПИЦЦА,PİZZALAR,البيتزا,पिज्जा,PIZZAS,PIZZA,Italiano,İtaliano,Итальяно,İtalyano,إيطاليانو,इटालियानो,Italienne,Italiana,,,,,,,,,,
147,Ice Cream,,,DESSERTS,7.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Ice Cream,Dondurma,Мороженое,Dondurma,آيس كريم,आइसक्रीम,Glace,Gelato,,,,,,,,,,
148,Maraş Ice Cream,,,DESSERTS,7.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Maraş Ice Cream,Maraş dondurma,Мороженое Мараш,Maraş dondurma,آيس كريم ماراش,मराश आइसक्रीम,Glace Maraş,Gelato Maraş,,,,,,,,,,
149,Strawberry Cheesecake,,,DESSERTS,9.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Strawberry Cheesecake,Çiyələkli çizkeyk,Чизкейк с клубникой,Çilekli cheesecake,تشيز كيك بالفراولة,स्ट्रॉबेरी चीज़केक,Cheesecake à la fraise,Cheesecake alla fragola,,,,,,,,,,
150,Tiramisu,,,DESSERTS,9.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Tiramisu,Tiramisu,Тирамису,Tiramisu,تيراميسو,तिरामिसु,Tiramisu,Tiramisù,,,,,,,,,,
151,Honey Cake,,,DESSERTS,9.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Honey Cake,Ballı tort,Медовый торт,Ballı kek,كعكة العسل,हनी केक,Gâteau au miel,Torta al miele,,,,,,,,,,
152,San Sebastian,,,DESSERTS,10.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,San Sebastian,San sebastiyan,Сан-Себастьян,San Sebastian,سان سيباستيان,सैन सेबस्टियन,San Sebastian,San Sebastian,,,,,,,,,,
153,Rice Pudding,,,DESSERTS,6.90,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Rice Pudding,Sütlac,Сютлач (рисовый пудинг),Sütlaç,أرز باللبن,राइस पुडिंग,Riz au lait,Budino di riso,,,,,,,,,,
154,Turkish Baklava,,,DESSERTS,9.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Turkish Baklava,Türk paxlavası,Турецкая пахлава,Türk baklavası,بقلاوة تركية,तुर्की बकलवा,Baklava turque,Baklava turca,,,,,,,,,,
155,Baklava with Milk,,,DESSERTS,9.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Baklava with Milk,Südlü paxlava,Пахлава с молоком,Sütlü baklava,بقلاوة بالحليب,दूध के साथ बकलवा,Baklava au lait,Baklava con latte,,,,,,,,,,
156,Havuc Dilim,,,DESSERTS,9.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Havuc Dilim,Havuc dilim,Хавуч дилим,Havuç dilimi,هافوج ديليم,हवुच दिलिम,Havuc dilim,Havuc dilim,,,,,,,,,,
157,Künefe,,,DESSERTS,9.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Künefe,Künefe,Кюнефе,Künefe,كنافة,कुनैफे,Künefe,Künefe,,,,,,,,,,
158,Traliche,,,DESSERTS,8.80,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Traliche,Traliçe,Траличе,Traliçe,تراليتشه,ट्रालिचे,Traliche,Traliche,,,,,,,,,,
