ID,Name,Description,Category ID,Category Name,Price,Available,Image URL,Popular,Preparation Time,Name EN,Name AZ,Name RU,Name TR,Name AR,Name HI,Name FR,Name IT,Description EN,Description AZ,Description RU,Description TR,Description AR,Description HI,Description FR,Description IT,Created At,Updated At
cat-3-salatlar-11-krevetkali-avokado-salati,Prawn Avocado Salad ,,cat-3-salatlar,Salads,19.5,1,/spinner.svg,0,15,Prawn Avocado Salad ,Krevetkali Avokado Salatı,Салат с креветками и авокадо,Karidesli Avokado Salatası,سلطة الروبيان والأفوكادو,झींगा एवोकैडो सलाद,Salade de crevettes et d'avocat,Insalata di gamberi e avocado,Fresh prawns with creamy avocado,Kremli avokado ilə təzə karides,Свежие креветки со сливочным авокадо,Kremalı avokado ile taze karides,روبيان طازج مع الأفوكادو الكريمي,मलाईदार एवोकाडो के साथ ताजा झींगा,Crevettes fraîches à l'avocat crémeux,Gamberi freschi con avocado cremoso,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-3-salatlar-5-k-nc-tl--toyuq-salati,Sesame Chicken Salad ,,cat-3-salatlar,Salads,17.5,1,https://cdn.cafetap.az/storage/images/CD9AyQaXUgThbrKAzAHiZbyVlYIzhVDUXFioTIwC7bBWMg0GHn.jpeg,0,15,Sesame Chicken Salad ,Küncütlü Toyuq Salatı,Салат из курицы с кунжутом,Susamlı Tavuk Salatası,سلطة دجاج بالسمسم,तिल चिकन सलाद,Salade de poulet au sésame,Insalata di pollo al sesamo,Asian-inspired chicken with sesame dressing,Küncüt sousu ilə Asiyadan ilhamlanmış toyuq,Курица в азиатском стиле с кунжутной заправкой,Susam soslu Asya esintili tavuk,دجاج على الطريقة الآسيوية مع صلصة السمسم,तिल की ड्रेसिंग के साथ एशियाई प्रेरित चिकन,Poulet d'inspiration asiatique avec vinaigrette au sésame,Pollo di ispirazione asiatica con condimento al sesamo,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-3-salatlar-2-qa-iq-salati,Spoon Salad ,,cat-3-salatlar,Salads,11,1,https://cdn.cafetap.az/storage/images/UFXnrHbJF9hdjKyxkAyspIrY8NogMxki2aQSmUOn1wkNfPkXpA.jpeg,0,15,Spoon Salad ,Qaşıq Salatı,Салат из ложки,Kaşık Salatası,سلطة الملعقة,चम्मच सलाद,Salade à la cuillère,Insalata al cucchiaio,Traditional Turkish mixed vegetable salad,Ənənəvi türk qarışıq tərəvəz salatı,Традиционный турецкий смешанный овощной салат,Geleneksel Türk karışık sebze salatası,سلطة الخضار التركية التقليدية المختلطة,पारंपरिक तुर्की मिश्रित सब्जी सलाद,Salade de légumes mélangés traditionnelle turque,Insalata mista di verdure tradizionali turche,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-3-salatlar-12-salat-caprese,Caprese Salad ,,cat-3-salatlar,Salads,19.9,1,/spinner.svg,0,15,Caprese Salad ,Caprese Salatı,Салат Капрезе,Caprese Salatası,سلطة كابريزي,कैप्रीज़ सलाद ,Salade Caprese,Insalata Caprese,"Fresh mozzarella, tomato, and basil","Təzə mozzarella, pomidor və reyhan","Свежая моцарелла, помидоры и базилик","Taze mozzarella peyniri, domates ve fesleğen",موزاريلا طازجة، طماطم، وريحان,"ताजा मोत्ज़ारेला, टमाटर और तुलसी","Mozzarella fraîche, tomate et basilic","Mozzarella fresca, pomodoro e basilico",2025-05-08 14:33:57,2025-05-08 14:33:57
cat-3-salatlar-1-sezar-salati-krevetl-,Caesar Salad With Prawns ,,cat-3-salatlar,Salads,19.5,1,https://cdn.cafetap.az/storage/images/DBjh4dc8IcGo4o4FudvZBKTjdBPyqJMBjCSegKUyJDBtG2j3Go.jpeg,0,15,Caesar Salad With Prawns ,Krevetkali Sezar Salatı,Салат Цезарь с креветками,Karidesli Sezar Salatası,سلطة سيزر مع الروبيان,झींगा के साथ सीज़र सलाद,Salade César aux crevettes,Insalata Cesare con gamberi,Classic Caesar topped with grilled prawns,Klassik Sezar ızgara karides ilə doldurulur,Классический «Цезарь» с креветками на гриле,Izgara karideslerle kaplı klasik Sezar,سلطة سيزر الكلاسيكية مع الجمبري المشوي,ग्रिल्ड प्रॉन्स के साथ क्लासिक सीज़र,César classique garni de crevettes grillées,Caesar classico con gamberi alla griglia,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-3-salatlar-4-sezar-salati-toyuqla,Caesar Salad With Chicken ,,cat-3-salatlar,Salads,17,1,https://cdn.cafetap.az/storage/images/PannKnqwnx65jJL496Uuj7V9qBOI0MoFA4FsMKunBj63KOUUty.jpeg,0,15,Caesar Salad With Chicken ,Toyuqlu Sezar Salatı,Салат Цезарь с курицей,Tavuklu Sezar Salatası,سلطة سيزر مع الدجاج,चिकन के साथ सीज़र सलाद,Salade César au poulet,Insalata Cesare con pollo,Traditional Caesar with chicken breast,Toyuq döşü ilə ənənəvi Sezar,Традиционный «Цезарь» с куриной грудкой,Tavuk göğsü ile geleneksel Sezar,سلطة سيزر التقليدية مع صدور الدجاج,चिकन ब्रेस्ट के साथ पारंपरिक सीज़र,César traditionnel avec poitrine de poulet,Cesare tradizionale con petto di pollo,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-3-salatlar-14-smoked-salmon-bowl,Smoked Salmon Bowl ,,cat-3-salatlar,Salads,22,1,/spinner.svg,0,15,Smoked Salmon Bowl ,Tüstülənmiş Qızılbalıq Bowl,Чаша с копченым лососем,Füme Somon Kasesi,وعاء سمك السلمون المدخن,स्मोक्ड सैल्मन बाउल,Bol de saumon fumé,Ciotola di salmone affumicato,Smoked salmon with mixed greens and grains,Qarışıq göyərti və taxıl ilə hisə verilmiş qızılbalıq,Копченый лосось с зеленью и зерном,Karışık yeşillikler ve tahıllarla füme somon,سمك السلمون المدخن مع الخضار المختلطة والحبوب,मिश्रित साग और अनाज के साथ स्मोक्ड सैल्मन,Saumon fumé aux légumes verts mélangés et aux céréales,Salmone affumicato con verdure miste e cereali,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-3-salatlar-13-tabule-salati,Tabbouleh Salad ,,cat-3-salatlar,Salads,8,1,/spinner.svg,0,15,Tabbouleh Salad ,Tabule Salatı,Салат Табуле,Tabbule Salatası,سلطة التبولة,तब्बौलेह सलाद,Salade de taboulé,Insalata di tabbouleh,Fresh parsley salad with bulgur and lemon,Bulqur və limon ilə təzə cəfəri salatı,Салат из свежей петрушки с булгуром и лимоном,Bulgur ve limonlu taze maydanoz salatası,سلطة البقدونس الطازج مع البرغل والليمون,बुलगुर और नींबू के साथ ताजा अजमोद सलाद,Salade de persil frais au boulgour et au citron,Insalata di prezzemolo fresco con bulgur e limone,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-3-salatlar-6-ton-baliq-salati,Tuna Salad ,,cat-3-salatlar,Salads,17.5,1,https://cdn.cafetap.az/storage/images/7TpopLiQqSFJk9kp6ZpdeFvDliKDLr1mtWaaQQPkzDBr8FkFz6.jpeg,0,15,Tuna Salad ,Ton Balıq Salatı,Салат из тунца,Ton balığı salatası,سلطة التونة,टूना सलाद ,Salade de thon,Insalata di tonno,Fresh tuna with mixed vegetables,Qarışıq tərəvəz ilə təzə ton balığı,Свежий тунец с овощным ассорти,Karışık sebzeli taze ton balığı,تونة طازجة مع خضار مشكلة,मिश्रित सब्जियों के साथ ताजा ट्यूना,Thon frais aux légumes variés,Tonno fresco con verdure miste,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-3-salatlar-7-x-susi--i-sti--salat,Special Hot Salad ,,cat-3-salatlar,Salads,18,1,/spinner.svg,0,15,Special Hot Salad ,Xüsusi İsti Salat,Специальный горячий салат,Özel Sıcak Salata,سلطة ساخنة خاصة,विशेष गरम सलाद,Salade chaude spéciale,Insalata calda speciale,Warm salad with grilled vegetables,Qızardılmış tərəvəz ilə isti salat,Теплый салат с овощами гриль,Izgara sebzelerle sıcak salata,سلطة دافئة مع خضار مشوية,ग्रिल्ड सब्जियों के साथ गर्म सलाद,Salade tiède aux légumes grillés,Insalata tiepida con verdure grigliate,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-3-salatlar-9-zo-al-souslu-pomi-dor-salati,Herb Sauce Tomato Salad ,,cat-3-salatlar,Salads,12.5,1,/spinner.svg,0,15,Herb Sauce Tomato Salad ,Zoğal Souslu Pomidor Salatı,Салат из томатов с травяным соусом,Otlu Soslu Domates Salatası,سلطة الطماطم بصلصة الأعشاب,हर्ब सॉस टमाटर सलाद,Salade de tomates à la sauce aux herbes,Insalata di pomodori con salsa alle erbe,Fresh tomatoes with herb dressing,Təzə pomidor ilə otlar,Свежие помидоры с травяной заправкой,Otlu soslu taze domatesler,طماطم طازجة مع صلصة الأعشاب,जड़ी-बूटी ड्रेसिंग के साथ ताजा टमाटर,Tomates fraîches avec vinaigrette aux herbes,Pomodori freschi con condimento alle erbe,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-3-salatlar-3-i-sti--toyuq-salati,Hot Chicken Salad ,,cat-3-salatlar,Salads,16.5,1,https://cdn.cafetap.az/storage/images/ryK3aMqOGuo3xf1OkDwcMBYLGtCZIrIAAVKVwlCjJkeWTOk5Qj.jpeg,0,15,Hot Chicken Salad ,İsti Toyuq Salatı,Острый куриный салат,Sıcak Tavuk Salatası,سلطة الدجاج الحارة,गरम चिकन सलाद,Salade de poulet chaude,Insalata di pollo calda,Warm chicken salad with spices,Ədviyyatlarla isti toyuq salatı,Теплый куриный салат со специями,Baharatlı sıcak tavuk salatası,سلطة دجاج دافئة مع التوابل,मसालों के साथ गरम चिकन सलाद,Salade de poulet tiède aux épices,Insalata tiepida di pollo con spezie,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-9-soyuq-q-lyanaltilar-5-humus,Hummus ,,cat-9-soyuq-q-lyanaltilar,Cold Appetizers,7.5,1,/spinner.svg,0,15,Hummus ,Humus,Хумус,Humus,الحمص,हुम्मस,Houmous,Hummus,Creamy chickpea dip with olive oil,Zeytun yağı ilə qaymaqlı noxud daldırma,Сливочный соус из нута с оливковым маслом,Zeytinyağlı kremalı nohut sosu,صلصة الحمص الكريمية مع زيت الزيتون,जैतून के तेल के साथ मलाईदार चना डिप,Trempette crémeuse aux pois chiches à l'huile d'olive,Crema di ceci con olio d'oliva,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-9-soyuq-q-lyanaltilar-6-kurasan-sendvi--,Croissant Sandwich ,,cat-9-soyuq-q-lyanaltilar,Cold Appetizers,12,1,/spinner.svg,0,15,Croissant Sandwich ,Kruasan Sendviç,Круассан-сэндвич,Kruvasan sandviç,ساندويتش كرواسون,क्रोइसैन सैंडविच,Sandwich au croissant,Panino con croissant,Buttery croissant filled with fresh ingredients,Təzə inqrediyentlərlə doldurulmuş yağlı kruasan,"Масляный круассан, наполненный свежими ингредиентами",Taze malzemelerle dolu tereyağlı kruvasan,كرواسون زبداني محشو بالمكونات الطازجة,ताजा सामग्री से भरा मक्खनी क्रोइसैन,Croissant au beurre garni d'ingrédients frais,Croissant al burro ripieno di ingredienti freschi,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-9-soyuq-q-lyanaltilar-4-m-t-bb-l,Mutabbal ,,cat-9-soyuq-q-lyanaltilar,Cold Appetizers,7.5,1,/spinner.svg,0,15,Mutabbal ,Mütəbbəl,Мутаббал,Mutabakal,متبل,मुतब्बल,Mutabbal,Mutabbal,Smoky eggplant dip with tahini,Dumanlı badımcan tahini ilə daldırma,Копченый баклажановый соус с тахини,Tahinli isli patlıcan sosu,مقبلات الباذنجان المدخن مع الطحينة,ताहिनी के साथ स्मोकी बैंगन डिप,Trempette d'aubergines fumées au tahini,Salsa di melanzane affumicata con tahina,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-9-soyuq-q-lyanaltilar-3-pa-a--zm-,Pasha Ezme ,,cat-9-soyuq-q-lyanaltilar,Cold Appetizers,7.5,1,/spinner.svg,0,15,Pasha Ezme ,Paşa Əzməsi,Паша Эзме,Paşa Ezme,باشا إزمي,पाशा एज़्मे,Pacha Ezme,Pascià Ezme,Spicy Turkish tomato and pepper spread,Acılı türk pomidoru və bibəri yayılır,Острая турецкая томатно-перцовая паста,Baharatlı Türk domates ve biber ezmesi,صلصة الطماطم والفلفل التركية الحارة,मसालेदार तुर्की टमाटर और काली मिर्च स्प्रेड,Tartinade épicée turque aux tomates et aux poivrons,Crema piccante turca di pomodori e peperoni,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-9-soyuq-q-lyanaltilar-7-pendi-r-assorti-,Cheese Assortment ,,cat-9-soyuq-q-lyanaltilar,Cold Appetizers,25,1,/spinner.svg,0,15,Cheese Assortment ,Pendir Assorti,Ассортимент сыров,Peynir Çeşitleri,تشكيلة الجبن,पनीर वर्गीकरण,Assortiment de fromages,Assortimento di formaggi,Selection of local and imported cheeses,Yerli və xaricdən gətirilən pendirlərin seçimi,Выбор местных и импортных сыров,Yerel ve ithal peynir çeşitleri,مجموعة مختارة من الجبن المحلي والمستورد,स्थानीय और आयातित चीज़ों का चयन,Sélection de fromages locaux et importés,Selezione di formaggi locali e d'importazione,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-9-soyuq-q-lyanaltilar-1-qari-iq-brusketta,Mixed Bruschetta ,,cat-9-soyuq-q-lyanaltilar,Cold Appetizers,14,1,/spinner.svg,0,15,Mixed Bruschetta ,Qarışıq Brusketta,Смешанная брускетта,Karışık Bruschetta,بروشيتا مختلطة,मिश्रित ब्रुशेटा,Bruschetta mixte,Bruschetta mista,Toasted bread with various Mediterranean toppings,Müxtəlif Aralıq dənizi əlavələri ilə qızardılmış çörək,Поджаренный хлеб с различными средиземноморскими начинками,Çeşitli Akdeniz soslarıyla kızarmış ekmek,خبز محمص مع إضافات البحر الأبيض المتوسط ​​المتنوعة,विभिन्न भूमध्यसागरीय टॉपिंग के साथ टोस्टेड ब्रेड,Pain grillé avec diverses garnitures méditerranéennes,Pane tostato con vari condimenti mediterranei,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-9-soyuq-q-lyanaltilar-2-i-spanaqli-s-zm-,Spinach Labneh ,,cat-9-soyuq-q-lyanaltilar,Cold Appetizers,7.5,1,/spinner.svg,0,15,Spinach Labneh ,İspanaqlı Süzməsi,Шпинат Лабне,Ispanaklı Labne,لبنة السبانخ,पालक लैबनेह,Labneh aux épinards,Labneh di spinaci,Creamy yogurt cheese with fresh spinach,Təzə ispanaqlı qaymaqlı qatıq pendiri,Сливочный йогуртовый сыр со свежим шпинатом,Taze ıspanaklı kremalı yoğurt peyniri,جبنة الزبادي الكريمية مع السبانخ الطازجة,ताजा पालक के साथ मलाईदार दही पनीर,Fromage au yaourt crémeux aux épinards frais,Formaggio cremoso allo yogurt con spinaci freschi,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-1-s-h-r-yem-yi-6-omlet,Omelet ,,cat-1-s-h-r-yem-yi,Breakfast,7.2,1,https://cdn.cafetap.az/storage/images/ybyVPQlhklet8w4PqXRF3EMEmngaPzcRDhdBYrRxgnEtAA8Rpt.jpeg,0,15,Omelet ,Omlet,Омлет,Omlet,عجة,आमलेट,Omelette,Frittata,Fluffy eggs cooked to perfection,Mükəmməllik üçün bişirilmiş tüklü yumurta,"Пышные яйца, приготовленные до совершенства",Mükemmel şekilde pişirilmiş kabarık yumurtalar,بيض رقيق مطبوخ إلى حد الكمال,पूरी तरह से पकाए गए मुलायम अंडे,Œufs moelleux cuits à la perfection,Uova soffici cotte alla perfezione,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-1-s-h-r-yem-yi-1-organi-k-k-nd-s-h-r-yem-yi---iki-n-f-rlik-,Organic Village Breakfast (For Two) ,,cat-1-s-h-r-yem-yi,Breakfast,45,1,https://cdn.cafetap.az/storage/images/aUqodNvgs91vgHmfXhzw9v0KRzLVdnP8uFnp5reLeoLv1CBnGq.jpeg,0,15,Organic Village Breakfast (For Two) ,Orqanik Kənd Səhər Yeməyi (İki Nəfərlik),Органический деревенский завтрак (на двоих),Organik Köy Kahvaltısı (İki Kişilik),إفطار القرية العضوية (لشخصين),ऑर्गेनिक विलेज ब्रेकफास्ट (दो लोगों के लिए),Petit-déjeuner du village biologique (pour deux),Colazione biologica del villaggio (per due),Traditional breakfast spread for sharing,Paylaşmaq üçün ənənəvi səhər yeməyi,"Традиционный завтрак, который можно разделить",Paylaşmak için geleneksel kahvaltı sofrası,وجبة إفطار تقليدية للمشاركة,साझा करने के लिए पारंपरिक नाश्ता,Petit-déjeuner traditionnel à partager,Colazione tradizionale da condividere,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-1-s-h-r-yem-yi-7-sucuklu-yumurta,Eggs With Sausage ,,cat-1-s-h-r-yem-yi,Breakfast,9.2,1,https://cdn.cafetap.az/storage/images/yrsiUvTHyxH7sQM9kBIjD7wjDJ02jxZvi7vSIDLOMrVBiKm6x1.jpeg,0,15,Eggs With Sausage ,Sucuqlu Yumurta,Яйца с колбасой,Sosisli Yumurta,بيض مع سجق,सॉसेज के साथ अंडे,Œufs à la saucisse,Uova con salsiccia,Farm eggs with grilled sausage,Qızardılmış kolbasa ilə ferma yumurtaları,Фермерские яйца с жареными колбасками,Izgara sosisli çiftlik yumurtaları,بيض المزرعة مع النقانق المشوية,ग्रिल्ड सॉसेज के साथ फार्म अंडे,Œufs de ferme avec saucisse grillée,Uova di fattoria con salsiccia alla griglia,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-1-s-h-r-yem-yi-2-s-h-r-yem-yi-,Breakfast For One,,cat-1-s-h-r-yem-yi,Breakfast,22,1,https://cdn.cafetap.az/storage/images/IycA0z1yDMA6SFfSmnkxwhx8CvpWTngqKZJSZjXDF5A84hHvCK.jpeg,0,15,Breakfast For One,Bir Nəfərlik Səhər Yeməyi,Завтрак на одного,Bir Kişilik Kahvaltı,وجبة إفطار لشخص واحد,एक के लिए नाश्ता,Petit-déjeuner pour une personne,Colazione per uno,Complete breakfast meal for single diner,Tək nahar üçün tam səhər yeməyi,Полный завтрак для одного человека,Tek kişilik yemek yiyenler için tam kahvaltı menüsü,وجبة إفطار كاملة لشخص واحد,एकल भोजनकर्ता के लिए पूर्ण नाश्ता,Petit-déjeuner complet pour un dîner seul,Colazione completa per commensali singoli,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-1-s-h-r-yem-yi-3-s-h-r-yem-yi-,Breakfast For Two,FOR TWO,cat-1-s-h-r-yem-yi,Breakfast,29.5,1,https://cdn.cafetap.az/storage/images/kWshoG5SSlYQrKgRWJOQ4vqs3EpP9jmooKSwaXX3MY8uJlNCsA.jpeg,0,15,Breakfast For Two,İki Nəfərlik Səhər Yeməyi,Завтрак на двоих,İki Kişilik Kahvaltı,وجبة إفطار لشخصين,दो लोगों के लिए नाश्ता,Petit-déjeuner pour deux,Colazione per due,Generous breakfast spread for two people,İki nəfərlik səxavətli səhər yeməyi,Щедрый завтрак на двоих,İki kişi için cömert kahvaltı büfesi,وجبة إفطار سخية لشخصين,दो लोगों के लिए भरपूर नाश्ता,Petit-déjeuner copieux pour deux personnes,Ricca colazione per due persone,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-1-s-h-r-yem-yi-4-s-h-r-yem-yi-,Breakfast For Four,FOR FOUR,cat-1-s-h-r-yem-yi,Breakfast,42,1,https://cdn.cafetap.az/storage/images/3XdKeDgPmWT6KMtfyklxmz4TOXy76F0chnNmCX2LnY9Ws430Xa.jpeg,0,15,Breakfast For Four,Dörd Nəfərlik Səhər Yeməyi,Завтрак на четверых,Dört Kişilik Kahvaltı,إفطار لأربعة أشخاص,चार लोगों के लिए नाश्ता,Petit-déjeuner pour quatre,Colazione per quattro,Family-style breakfast platter,Ailə tərzi səhər yeməyi yeməyi,Завтрак в семейном стиле,Aile tarzı kahvaltı tabağı,طبق إفطار عائلي,पारिवारिक शैली का नाश्ता,Plateau de petit-déjeuner familial,Piatto per la colazione in stile familiare,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-1-s-h-r-yem-yi-8-t-r-v-zli--yumurta,Vegetable Omelet ,,cat-1-s-h-r-yem-yi,Breakfast,9.9,1,https://cdn.cafetap.az/storage/images/LEzFSe1tYZhFlygkxMnLti4fUUUtkq4s2SbM05Xo8Xnbl0rBpv.jpeg,0,15,Vegetable Omelet ,Tərəvəzli Yumurta,Овощной омлет,Sebzeli Omlet,عجة الخضار,सब्जी ऑमलेट,Omelette aux légumes,Frittata di verdure,Fluffy omelet with fresh seasonal vegetables,Təzə mövsüm tərəvəzləri ilə tüklü omlet,Воздушный омлет со свежими сезонными овощами,Taze mevsim sebzeleriyle kabarık omlet,عجة رقيقة مع خضروات موسمية طازجة,ताजा मौसमी सब्जियों के साथ स्वादिष्ट ऑमलेट,Omelette moelleuse aux légumes frais de saison,Frittata soffice con verdure fresche di stagione,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-1-s-h-r-yem-yi-5-i-ngi-li-s-s-h-r-yem-yi-,English Breakfast ,,cat-1-s-h-r-yem-yi,Breakfast,13,1,https://cdn.cafetap.az/storage/images/kMAD8aHaiYMTw2Op1UxH9dIsSeUEK3pjH3TlUXfYZJl75FBIz6.jpeg,0,15,English Breakfast ,İngilis Səhər Yeməyi,Английский завтрак,İngiliz Kahvaltısı,فطور إنجليزي,अंग्रेजी नाश्ता,Petit-déjeuner anglais,Colazione inglese,Full British breakfast with all traditional items,Bütün ənənəvi əşyalarla dolu Britaniya səhər yeməyi,Полный британский завтрак со всеми традиционными блюдами,Tüm geleneksel yiyeceklerin yer aldığı tam İngiliz kahvaltısı,وجبة إفطار بريطانية كاملة مع جميع العناصر التقليدية,सभी पारंपरिक व्यंजनों के साथ पूर्ण ब्रिटिश नाश्ता,Petit-déjeuner britannique complet avec tous les plats traditionnels,Colazione britannica completa con tutti gli elementi tradizionali,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-11-toyuq-yem-kl-ri--2-faxi-tas-toyuq-i-l-,Chicken Fajitas ,,cat-11-toyuq-yem-kl-ri-,Chicken Dishes,18.5,1,/spinner.svg,0,15,Chicken Fajitas ,Toyuqlu Faxitas,Фахитас с курицей,Tavuk Fajitaları,فاهيتا الدجاج,चिकन फजितास,Fajitas au poulet,Fajitas di pollo,Sizzling chicken with peppers and tortillas,Bibər və tortilla ilə qızardılmış toyuq,Жареная курица с перцем и лепешками,Biber ve tortillalarla cızırtılı tavuk,دجاج ساخن مع الفلفل والتورتيلا,मिर्च और टॉर्टिला के साथ चटपटा चिकन,Poulet grésillant aux poivrons et tortillas,Pollo sfrigolante con peperoni e tortillas,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-11-toyuq-yem-kl-ri--4-ki-yev-saya-i-kotlet,Chicken Kiev Cutlet ,,cat-11-toyuq-yem-kl-ri-,Chicken Dishes,18,1,/spinner.svg,0,15,Chicken Kiev Cutlet ,Kiev Sayağı Kotlet,Котлета по-киевски,Tavuk Kiev Pirzolası,شريحة دجاج كييف,चिकन कीव कटलेट,Escalope de poulet à la Kiev,Cotoletta di pollo alla Kiev,Breaded chicken breast with herb butter,Kərə yağı ilə bişmiş toyuq döşü,Куриная грудка в панировке с травяным маслом,Otlu tereyağlı ekmekli tavuk göğsü,صدر دجاج مقلي مع زبدة الأعشاب,हर्ब बटर के साथ ब्रेडेड चिकन ब्रेस्ट,Poitrine de poulet panée au beurre aux herbes,Petto di pollo impanato con burro alle erbe,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-11-toyuq-yem-kl-ri--6-li-mon-souslu-toyuq,Lemon Sauce Chicken ,,cat-11-toyuq-yem-kl-ri-,Chicken Dishes,19,1,/spinner.svg,0,15,Lemon Sauce Chicken ,Limon Souslu Toyuq,Курица в лимонном соусе,Limon Soslu Tavuk,دجاج بصلصة الليمون,नींबू सॉस चिकन,Poulet à la sauce au citron,Pollo al limone,Grilled chicken with tangy lemon glaze,Qızardılmış toyuq ətli limon şirəsi ilə,Жареная курица с пикантной лимонной глазурью,Ekşi limon soslu ızgara tavuk,دجاج مشوي مع صلصة الليمون الحامضة,तीखे नींबू के स्वाद के साथ ग्रिल्ड चिकन,Poulet grillé avec glaçage acidulé au citron,Pollo alla griglia con glassa al limone piccante,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-11-toyuq-yem-kl-ri--1-qaymaqli-pendi-rli--toyuq,Creamy Cheese Chicken ,,cat-11-toyuq-yem-kl-ri-,Chicken Dishes,20.5,1,/spinner.svg,0,15,Creamy Cheese Chicken ,Qaymaqlı Pendirli Toyuq,Курица в сливочном сыре,Kremalı Peynirli Tavuk,دجاج بالجبن الكريمي,मलाईदार पनीर चिकन,Poulet au fromage crémeux,Pollo al formaggio cremoso,Chicken breast in rich cheese sauce,Zəngin pendir sousunda toyuq göğsü,Куриная грудка в густом сырном соусе,Zengin peynir soslu tavuk göğsü,صدر دجاج في صلصة الجبن الغنية,पनीर सॉस में चिकन ब्रेस्ट,Poitrine de poulet dans une riche sauce au fromage,Petto di pollo in salsa ricca di formaggio,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-11-toyuq-yem-kl-ri--5-thai-chicken,Thai Chicken ,,cat-11-toyuq-yem-kl-ri-,Chicken Dishes,18,1,/spinner.svg,0,15,Thai Chicken ,Thai Toyuq,Тайская курица,Tayland usulü tavuk,دجاج تايلاندي,थाई चिकन,Poulet thaï,Pollo tailandese,Spicy Thai-style chicken with coconut,Hindistancevizi ilə ədviyyatlı Tay üslubunda toyuq,Острая курица по-тайски с кокосом,Hindistan cevizli baharatlı Tayland usulü tavuk,دجاج حار على الطريقة التايلاندية مع جوز الهند,नारियल के साथ मसालेदार थाई शैली चिकन,Poulet épicé à la thaïlandaise à la noix de coco,Pollo piccante in stile thailandese con cocco,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-11-toyuq-yem-kl-ri--3-toyuq-i-zqara,Grilled Chicken ,,cat-11-toyuq-yem-kl-ri-,Chicken Dishes,18,1,/spinner.svg,0,15,Grilled Chicken ,İzqara Toyuq,Курица на гриле,Izgara tavuk,دجاج مشوي,ग्रिल्ड चिकन ,Poulet grillé,Pollo alla griglia,Simply grilled chicken with herbs,Otlar ilə sadəcə ızgara toyuq,Просто жареная курица с травами,Otlu sade ızgara tavuk,دجاج مشوي مع الأعشاب,जड़ी-बूटियों के साथ सरलता से ग्रिल्ड चिकन,Poulet simplement grillé aux herbes,Pollo alla griglia con erbe aromatiche,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-10-i-sti--q-lyanaltilar-4-assorti--q-lyanalti,Mixed Appetizer Platter ,,cat-10-i-sti--q-lyanaltilar,Hot Appetizers,19,1,/spinner.svg,0,15,Mixed Appetizer Platter ,Qarışıq Qəlyanaltı,Ассорти из закусок,Karışık Meze Tabağı,طبق مقبلات مشكلة,मिश्रित ऐपेटाइज़र प्लैटर,Plateau d'amuse-gueules mixtes,Piatto di antipasti misti,Variety of small plates for sharing,Paylaşmaq üçün müxtəlif kiçik boşqablar,Разнообразие небольших тарелок для совместного использования,Paylaşmak için çeşitli küçük tabaklar,مجموعة متنوعة من الأطباق الصغيرة للمشاركة,साझा करने के लिए विभिन्न प्रकार की छोटी प्लेटें,Variété de petites assiettes à partager,Varietà di piccoli piatti da condividere,2025-05-08 14:33:57,2025-05-08 14:33:57
